name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,strike_differential,win_percentage,weight_class
Aleksei Kunchenko,20,2,0,172.72,77.11,177.8,Orthodox,3.67,44.0,2.83,63.0,0.25,33.0,80.0,0.0,41,0.8399999999999999,0.9090909090909091,Welterweight
Kemran Lachinov,3,2,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6,Welterweight
Mabelly Lima,7,1,0,157.48,61.23,157.48,Orthodox,3.07,63.0,5.67,44.0,0.0,0.0,100.0,0.0,31,-2.6,0.875,Bantamweight
James Terry,19,9,0,177.8,77.11,177.8,Orthodox,3.23,32.0,4.77,64.0,3.31,36.0,75.0,0.0,44,-1.5399999999999996,0.6785714285714286,Welterweight
Dave Berry,0,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Welterweight
Patricia Alujas,9,3,0,162.56,52.16,162.56,Orthodox,5.83,31.0,9.25,44.0,0.0,0.0,0.0,0.0,29,-3.42,0.75,Flyweight
Marcos Brigagao,11,1,0,190.5,92.99,193.04,Southpaw,3.07,43.0,3.27,25.0,0.0,0.0,36.0,0.0,29,-0.20000000000000018,0.9166666666666666,Light Heavyweight
Tetsuya Seki,14,8,1,177.8,70.31,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6086956521739131,Lightweight
Neil Wain,13,4,0,177.8,109.77,177.8,Orthodox,2.64,50.0,8.57,43.0,0.0,0.0,50.0,0.0,38,-5.93,0.7647058823529411,Light Heavyweight
Micol Di Segni,7,3,0,160.02,52.16,152.4,Orthodox,7.47,40.0,5.87,33.0,0.0,0.0,37.0,0.0,37,1.5999999999999996,0.7,Flyweight
Anistavio Medeiros,19,10,0,167.64,65.77,167.64,Orthodox,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,37,-1.3599999999999999,0.6551724137931034,Featherweight
Josh LaBerge,11,6,0,177.8,65.77,177.8,Orthodox,2.53,36.0,5.33,44.0,0.0,0.0,71.0,0.0,38,-2.8000000000000003,0.6470588235294118,Featherweight
Azamat Gashimov,8,3,0,167.64,56.7,167.64,Orthodox,1.24,21.0,4.75,53.0,1.69,25.0,0.0,0.0,35,-3.51,0.7272727272727273,Flyweight
Mike van Arsdale,8,5,0,187.96,92.99,187.96,Switch,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0,59,-0.3899999999999999,0.6153846153846154,Light Heavyweight
Teruto Ishihara,10,7,2,170.18,61.23,175.26,Southpaw,3.26,44.0,3.63,53.0,0.5,16.0,30.0,0.0,33,-0.3700000000000001,0.5263157894736842,Bantamweight
Joey Beltran,17,14,0,185.42,83.91,190.5,Orthodox,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,43,-0.34999999999999964,0.5483870967741935,Middleweight
Shane Carwin,12,2,0,187.96,120.2,203.2,Orthodox,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,50,0.8500000000000001,0.8571428571428571,Light Heavyweight
TJ Laramie,12,5,0,167.64,65.77,167.64,Orthodox,1.49,50.0,2.64,38.0,1.44,33.0,40.0,0.0,27,-1.1500000000000001,0.7058823529411765,Featherweight
John Richard,3,5,1,178.23432467873064,92.99,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.3333333333333333,Light Heavyweight
Lucas Stark,1,5,0,178.23432467873064,70.31,180.70495018353435,Orthodox,1.6,25.0,3.2,66.0,12.0,100.0,0.0,0.0,38,-1.6,0.16666666666666666,Lightweight
Kazuki Tokudome,18,7,1,180.34,70.31,185.42,Southpaw,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0,38,-1.37,0.6923076923076923,Lightweight
Alexander Trevino,7,7,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Justin Wren,13,2,0,187.96,120.2,187.96,Orthodox,3.43,35.0,2.07,64.0,0.0,0.0,100.0,0.0,38,1.3600000000000003,0.8666666666666667,Light Heavyweight
Frederick Brown,3,2,0,182.88,106.59,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6,Light Heavyweight
Kyoji Horiguchi,19,2,0,165.1,56.7,167.64,Orthodox,3.6,45.0,2.45,62.0,2.0,44.0,55.0,0.0,34,1.15,0.9047619047619048,Flyweight
Edson Gomez,6,2,0,172.72,77.11,175.26,Switch,2.66,32.0,8.78,45.0,0.0,0.0,0.0,0.0,34,-6.119999999999999,0.75,Welterweight
Alexandre Franca Nogueira,18,6,3,170.18,65.77,170.18,Orthodox,0.6,20.0,4.18,57.0,0.0,0.0,0.0,0.0,47,-3.5799999999999996,0.6666666666666666,Featherweight
Kim Couture,3,8,0,172.72,61.23,172.72,Orthodox,12.12,80.0,2.31,69.0,0.0,0.0,0.0,0.0,49,9.809999999999999,0.2727272727272727,Bantamweight
Jason Fairn,4,5,0,185.42,104.33,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4444444444444444,Light Heavyweight
Lukasz Les,8,3,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.7272727272727273,Welterweight
Joe Ray,13,0,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1.0,Welterweight
Jan Finney,11,12,0,172.72,61.23,172.72,Orthodox,2.16,28.0,8.75,42.0,0.77,11.0,25.0,0.0,38,-6.59,0.4782608695652174,Bantamweight
Mason Jones,11,2,0,177.8,70.31,187.96,Orthodox,5.61,44.0,4.94,46.0,3.16,45.0,80.0,0.0,30,0.6699999999999999,0.8461538461538461,Lightweight
Bojan Mihajlovic,10,6,0,180.34,92.99,185.42,Orthodox,1.23,35.0,5.95,47.0,0.0,0.0,33.0,0.0,45,-4.720000000000001,0.625,Light Heavyweight
Codale Ford,11,9,0,175.26,77.11,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.55,Welterweight
Christophe Leninger,3,4,0,182.88,90.72,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.42857142857142855,Middleweight
Cory Walmsley,8,2,0,182.88,92.99,182.88,Orthodox,0.79,100.0,1.18,50.0,0.0,0.0,0.0,0.0,38,-0.3899999999999999,0.8,Light Heavyweight
Tyler Hill,8,2,0,190.5,77.11,190.5,Switch,3.64,39.0,5.33,47.0,0.0,0.0,0.0,0.0,33,-1.69,0.8,Welterweight
Jean Francois Lenogue,16,17,3,182.88,83.91,182.88,Orthodox,1.13,34.0,0.27,60.0,0.0,0.0,33.0,0.0,52,0.8599999999999999,0.4444444444444444,Middleweight
Brendan Seguin,23,19,1,182.88,83.91,182.88,Orthodox,2.6,45.0,0.6,84.0,5.0,62.0,100.0,0.0,38,2.0,0.5348837209302325,Middleweight
Felipe Bunes,13,6,0,170.18,56.7,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,0.0,0.6842105263157895,Flyweight
Steve Steinbeiss,9,4,0,190.5,83.91,190.5,Orthodox,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0,44,2.0599999999999996,0.6923076923076923,Middleweight
James Bochnovic,8,3,0,193.04,92.99,205.74,Orthodox,0.65,26.0,3.64,21.0,0.0,0.0,0.0,0.0,36,-2.99,0.7272727272727273,Light Heavyweight
Carlos Barreto,14,9,0,193.04,104.33,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6086956521739131,Light Heavyweight
Joe Veres,4,3,0,170.18,70.31,170.18,Orthodox,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,47,-5.55,0.5714285714285714,Lightweight
Paul Daley,39,15,2,175.26,77.11,193.04,Orthodox,3.14,47.0,2.37,60.0,0.91,40.0,64.0,0.0,42,0.77,0.6964285714285714,Welterweight
Curtis Blaydes,17,4,0,193.04,120.2,203.2,Orthodox,3.56,49.0,1.89,59.0,5.93,53.0,33.0,0.0,34,1.6700000000000002,0.8095238095238095,Light Heavyweight
Terry Martin,23,11,0,172.72,83.91,180.34,Orthodox,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,44,-0.31000000000000005,0.6764705882352942,Middleweight
Tyler Diamond,9,1,0,170.18,65.77,175.26,Orthodox,3.4,47.0,2.53,44.0,3.0,75.0,70.0,0.0,34,0.8700000000000001,0.9,Featherweight
Martin Sano,4,3,1,180.34,77.11,190.5,Orthodox,4.0,33.0,12.0,40.0,0.0,0.0,0.0,0.0,33,-8.0,0.5,Welterweight
Chris Birchler,7,4,0,190.5,92.99,190.5,Switch,9.35,46.0,14.83,35.0,0.0,0.0,0.0,0.0,37,-5.48,0.6363636363636364,Light Heavyweight
John Adajar,6,2,0,175.26,77.11,190.5,Orthodox,3.9,52.0,6.28,44.0,0.0,0.0,0.0,0.0,33,-2.3800000000000003,0.75,Welterweight
Richard Odoms,13,3,0,195.58,120.2,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,0.8125,Light Heavyweight
Martin Bravo,11,3,0,172.72,65.77,180.34,Southpaw,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0,31,1.9400000000000004,0.7857142857142857,Featherweight
Jacobi Jones,6,2,0,175.26,70.31,182.88,Orthodox,5.87,46.0,7.6,48.0,0.0,0.0,33.0,0.0,28,-1.7299999999999995,0.75,Lightweight
Dominique Steele,14,9,0,177.8,77.11,187.96,Orthodox,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0,37,-0.10000000000000009,0.6086956521739131,Welterweight
Jared Vanderaa,12,10,0,193.04,120.2,203.2,Orthodox,4.96,44.0,5.67,45.0,0.18,50.0,20.0,0.0,33,-0.71,0.5454545454545454,Light Heavyweight
Herman Renting,1,3,0,182.88,97.52,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.25,Light Heavyweight
Kazuyuki Miyata,15,9,0,172.72,63.05,172.72,Orthodox,2.04,52.0,1.82,63.0,4.31,46.0,68.0,0.0,38,0.21999999999999997,0.625,Bantamweight
Suman Mokhtarian,8,5,0,172.72,65.77,182.88,Orthodox,2.21,43.0,6.85,48.0,0.0,0.0,0.0,0.0,32,-4.64,0.6153846153846154,Featherweight
Yusuke Kawaguchi,18,12,0,182.88,115.67,182.88,Orthodox,2.87,47.0,3.93,50.0,0.0,0.0,72.0,0.0,38,-1.06,0.6,Light Heavyweight
Adin Duenas,6,1,0,167.64,65.77,167.64,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.8571428571428571,Featherweight
Noe Hernandez,5,5,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Mark Hall,5,6,0,182.88,86.18,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.45454545454545453,Middleweight
KyeungPyo Kim,11,4,0,175.26,70.31,180.34,Orthodox,6.77,46.0,6.32,63.0,3.87,40.0,100.0,0.0,33,0.4499999999999993,0.7333333333333333,Lightweight
David Levicki,1,3,0,195.58,124.74,195.58,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.25,Heavyweight
George Bush,5,2,0,185.42,92.99,185.42,Orthodox,6.35,64.0,2.31,55.0,17.31,66.0,0.0,0.0,38,4.039999999999999,0.7142857142857143,Light Heavyweight
Sean O'Haire,4,2,0,195.58,122.47,195.58,Orthodox,8.28,57.0,22.76,21.0,0.0,0.0,0.0,0.0,54,-14.480000000000002,0.6666666666666666,Heavyweight
Tommy Hayden,11,3,0,175.26,65.77,175.26,Southpaw,1.48,27.0,2.05,55.0,3.42,33.0,66.0,0.0,39,-0.5699999999999998,0.7857142857142857,Featherweight
Yusuke Imamura,2,6,0,172.72,99.79,172.72,Orthodox,0.18,50.0,1.83,52.0,2.75,50.0,0.0,0.0,38,-1.6500000000000001,0.25,Light Heavyweight
Han Ten Yun,0,1,0,180.34,99.79,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,Light Heavyweight
Chad W. Saunders,7,2,0,177.8,77.11,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.7777777777777778,Welterweight
Tom Egan,7,5,0,180.34,77.11,180.34,Orthodox,0.0,0.0,3.91,50.0,0.0,0.0,28.0,0.0,38,-3.91,0.5833333333333334,Welterweight
Curtis Millender,17,5,0,187.96,77.11,193.04,Orthodox,3.86,46.0,2.95,61.0,0.43,100.0,57.0,0.0,37,0.9099999999999997,0.7727272727272727,Welterweight
Jose Perez,1,0,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,1.0,Welterweight
Ramazan Kuramagomedov,8,0,0,185.42,77.11,185.42,Orthodox,11.67,67.0,9.13,54.0,1.0,14.0,0.0,0.0,28,2.539999999999999,1.0,Welterweight
Zak Bucia,17,8,0,177.8,77.11,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.68,Welterweight
Gil Castillo,8,5,0,175.26,77.11,175.26,Southpaw,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,59,-1.62,0.6153846153846154,Welterweight
Kenneth Alexander,7,6,0,175.26,70.31,175.26,Orthodox,0.88,19.0,2.2,66.0,4.71,26.0,0.0,0.0,47,-1.3200000000000003,0.5384615384615384,Lightweight
Josefine Knutsson,7,0,0,160.02,52.16,152.4,Orthodox,3.73,52.0,1.33,64.0,2.67,72.0,100.0,0.0,29,2.4,1.0,Flyweight
Marcelo Aguiar,2,3,1,177.8,77.11,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.3333333333333333,Welterweight
Angga,13,3,0,170.18,65.77,172.72,Orthodox,3.56,38.0,3.77,53.0,0.0,0.0,33.0,0.0,36,-0.20999999999999996,0.8125,Featherweight
Matt Horning,20,25,0,162.56,56.7,162.56,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4444444444444444,Flyweight
Justin Lawrence,10,4,0,172.72,65.77,170.18,Orthodox,3.84,35.0,2.83,67.0,0.72,28.0,73.0,0.0,34,1.0099999999999998,0.7142857142857143,Featherweight
Takashi Sugiura,1,3,0,180.34,102.06,180.34,Southpaw,1.37,40.0,2.08,53.0,1.33,66.0,0.0,0.0,54,-0.71,0.25,Light Heavyweight
Scott Bills,7,9,1,177.8,77.11,177.8,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4117647058823529,Welterweight
Michiyoshi Ohara,0,2,0,177.8,92.99,177.8,Orthodox,0.28,29.0,3.13,48.0,0.0,0.0,33.0,0.0,38,-2.8499999999999996,0.0,Light Heavyweight
Yan Qihui,11,4,0,160.02,56.7,157.48,Orthodox,4.01,60.0,1.78,72.0,4.46,100.0,100.0,0.0,28,2.2299999999999995,0.7333333333333333,Flyweight
Ryan Hayes,7,6,0,178.23432467873064,77.39582504970178,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5384615384615384,Welterweight
Bubba Jenkins,11,4,0,170.18,65.77,170.18,Orthodox,2.41,37.0,1.58,67.0,7.23,68.0,100.0,0.0,38,0.8300000000000001,0.7333333333333333,Featherweight
Taiei Kin,6,3,0,180.34,83.91,180.34,Orthodox,2.71,60.0,1.33,52.0,0.0,0.0,55.0,0.0,54,1.38,0.6666666666666666,Middleweight
Martin Buschkamp,9,0,0,175.26,65.77,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,1.0,Featherweight
Egan Inoue,13,8,0,175.26,86.18,175.26,Southpaw,1.66,36.0,3.31,57.0,0.0,0.0,0.0,0.0,59,-1.6500000000000001,0.6190476190476191,Middleweight
Bobby Flynn,6,4,0,178.23432467873064,77.11,180.70495018353435,Orthodox,0.38,25.0,0.77,0.0,0.0,0.0,0.0,0.0,38,-0.39,0.6,Welterweight
Chuck Grigsby,23,10,0,198.12,92.99,198.12,Orthodox,0.71,16.0,3.29,46.0,0.0,0.0,66.0,0.0,38,-2.58,0.696969696969697,Light Heavyweight
Jon Olav Einemo,6,3,0,198.12,114.76,198.12,Orthodox,2.15,52.0,3.05,52.0,1.73,55.0,43.0,0.0,49,-0.8999999999999999,0.6666666666666666,Light Heavyweight
Brian Johnston,5,5,0,190.5,104.33,190.5,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Light Heavyweight
Albert Tumenov,18,4,0,180.34,77.11,185.42,Orthodox,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0,33,0.41999999999999993,0.8181818181818182,Welterweight
Dennis Olson,14,11,0,182.88,77.11,182.88,Orthodox,1.02,42.0,5.27,38.0,2.77,40.0,0.0,0.0,38,-4.25,0.56,Welterweight
Dave Strasser,25,8,0,177.8,77.11,177.8,Orthodox,3.04,45.0,1.88,59.0,0.72,33.0,33.0,0.0,55,1.1600000000000001,0.7575757575757576,Welterweight
Rocky Lee,3,2,0,175.26,65.77,175.26,Orthodox,2.47,51.0,5.33,44.0,1.0,10.0,33.0,0.0,38,-2.86,0.6,Featherweight
Rama Supandhi,8,4,0,165.1,56.7,167.64,Southpaw,2.2,42.0,3.53,48.0,1.0,11.0,0.0,0.0,33,-1.3299999999999996,0.6666666666666666,Flyweight
Jonathan Meunier,8,1,0,190.5,77.11,190.5,Switch,3.47,50.0,1.43,69.0,0.58,33.0,58.0,0.0,37,2.04,0.8888888888888888,Welterweight
Bassil Hafez,8,4,1,180.34,77.11,182.88,Orthodox,2.13,25.0,5.53,39.0,3.0,15.0,50.0,0.0,33,-3.4000000000000004,0.6153846153846154,Welterweight
Sokun Koh,4,1,0,185.42,92.99,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.8,Light Heavyweight
Nora Cornolle,7,1,0,170.18,61.23,170.18,Orthodox,2.67,51.0,1.2,57.0,0.0,0.0,37.0,0.0,35,1.47,0.875,Bantamweight
Piera Rodriguez,9,1,0,160.02,52.16,160.02,Orthodox,3.46,46.0,2.98,57.0,3.31,41.0,66.0,0.0,32,0.48,0.9,Flyweight
Danny Abbadi,4,6,0,180.34,70.31,180.34,Orthodox,3.29,38.0,4.41,57.0,0.0,0.0,77.0,0.0,41,-1.12,0.4,Lightweight
Leo Sylvest,10,16,0,180.34,92.99,180.34,Orthodox,0.0,0.0,6.58,27.0,0.0,0.0,0.0,0.0,51,-6.58,0.38461538461538464,Light Heavyweight
Scott Carson,4,2,0,187.96,97.52,187.96,Orthodox,0.62,66.0,6.22,23.0,0.0,0.0,0.0,0.0,38,-5.6,0.6666666666666666,Light Heavyweight
Serhiy Sidey,10,1,0,180.34,61.23,182.88,Switch,4.52,35.0,4.52,42.0,0.0,0.0,0.0,0.0,28,0.0,0.9090909090909091,Bantamweight
James Giboo,13,5,0,180.34,77.11,180.34,Orthodox,1.2,27.0,7.08,39.0,0.0,0.0,0.0,0.0,47,-5.88,0.7222222222222222,Welterweight
Eric Smith,1,1,0,178.23432467873064,77.39582504970178,180.70495018353435,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5,Welterweight
Muhammad Naimov,10,2,0,175.26,65.77,177.8,Orthodox,3.37,46.0,4.66,41.0,1.58,28.0,57.0,0.0,30,-1.29,0.8333333333333334,Featherweight
Fares Ziam,14,4,0,185.42,70.31,190.5,Orthodox,2.82,47.0,2.01,65.0,0.97,23.0,75.0,0.0,28,0.81,0.7777777777777778,Lightweight
Len Bentley,10,6,0,175.26,70.31,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.625,Lightweight
James Gabert,6,4,0,178.23432467873064,80.74,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6,Welterweight
Jeremie Holloway,8,3,0,182.88,77.11,182.88,Orthodox,0.81,50.0,0.51,79.0,0.0,0.0,0.0,0.0,38,0.30000000000000004,0.7272727272727273,Welterweight
Brandon Hester,3,0,0,185.42,92.99,185.42,Orthodox,3.53,53.0,0.4,68.0,4.0,80.0,0.0,0.0,38,3.13,1.0,Light Heavyweight
SangWon Kim,10,6,1,175.26,65.77,175.26,Orthodox,3.18,57.0,3.73,58.0,0.69,25.0,72.0,0.0,31,-0.5499999999999998,0.5882352941176471,Featherweight
Kyle Bochniak,8,5,0,170.18,65.77,177.8,Orthodox,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0,38,-2.4800000000000004,0.6153846153846154,Featherweight
Danny Silva,8,1,0,180.34,65.77,177.8,Switch,13.6,64.0,13.13,59.0,2.0,66.0,100.0,0.0,28,0.46999999999999886,0.8888888888888888,Featherweight
AJ Cunningham,10,3,0,177.8,65.77,180.34,Orthodox,7.58,24.0,11.32,54.0,0.0,0.0,0.0,0.0,30,-3.74,0.7692307692307693,Featherweight
Gan McGee,13,5,0,208.28,120.2,208.28,Orthodox,2.2,29.0,2.31,59.0,0.65,25.0,83.0,0.0,48,-0.10999999999999988,0.7222222222222222,Light Heavyweight
Roy Boughton,14,8,0,182.88,92.99,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.6363636363636364,Light Heavyweight
Tommy Petersen,2,3,0,178.23432467873064,70.31,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.4,Lightweight
Eduardo Neves,7,2,0,187.96,119.29,198.12,Orthodox,7.69,65.0,6.15,55.0,5.77,66.0,0.0,0.0,25,1.54,0.7777777777777778,Light Heavyweight
Pat Curran,22,7,0,175.26,65.77,175.26,Orthodox,4.7,58.0,4.4,63.0,2.5,62.0,66.0,0.0,38,0.2999999999999998,0.7586206896551724,Featherweight
Braxton Smith,5,2,0,180.34,116.57,182.88,Orthodox,6.46,48.0,11.54,32.0,0.0,0.0,100.0,0.0,35,-5.079999999999999,0.7142857142857143,Light Heavyweight
Kevin Gray,9,4,0,162.56,56.7,170.18,Orthodox,3.45,62.0,4.48,66.0,0.0,0.0,0.0,0.0,40,-1.0300000000000002,0.6923076923076923,Flyweight
Gustavo Gabriel,13,1,0,167.64,56.7,167.64,Orthodox,4.06,65.0,4.26,46.0,0.0,0.0,50.0,0.0,31,-0.20000000000000018,0.9285714285714286,Flyweight
Brian Sleeman,9,9,1,172.72,83.91,172.72,Orthodox,4.0,48.0,1.85,70.0,9.23,100.0,100.0,0.0,38,2.15,0.47368421052631576,Middleweight
Isaac Dulgarian,6,0,0,170.18,65.77,180.34,Orthodox,7.29,66.0,0.42,71.0,3.13,100.0,0.0,0.0,28,6.87,1.0,Featherweight
Ralph Dillon,0,2,1,187.96,92.99,187.96,Orthodox,0.34,14.0,0.69,60.0,0.0,0.0,0.0,0.0,38,-0.3499999999999999,0.0,Light Heavyweight
Jorge Lopez,11,5,0,177.8,77.11,177.8,Orthodox,2.47,59.0,2.57,50.0,3.5,41.0,81.0,0.0,36,-0.09999999999999964,0.6875,Welterweight
Cal Worsham,13,10,0,180.34,104.33,180.34,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.5652173913043478,Light Heavyweight
Nikolas Motta,13,5,0,175.26,70.31,177.8,Orthodox,2.65,30.0,4.61,52.0,0.0,0.0,82.0,0.0,32,-1.9600000000000004,0.7222222222222222,Lightweight
Windri Patilima,8,1,0,167.64,70.31,180.34,Southpaw,0.31,50.0,7.64,31.0,0.0,0.0,0.0,0.0,31,-7.33,0.8888888888888888,Lightweight
Mike Rodriguez,11,7,0,193.04,92.99,208.28,Southpaw,4.35,53.0,4.24,41.0,0.0,0.0,37.0,0.0,36,0.10999999999999943,0.6111111111111112,Light Heavyweight
Canaan Kawaihae,6,2,0,182.88,65.77,180.34,Southpaw,2.83,51.0,4.59,36.0,0.0,0.0,100.0,0.0,27,-1.7599999999999998,0.75,Featherweight
Troy Mandaloniz,3,2,0,175.26,77.11,175.26,Orthodox,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,45,-1.19,0.6,Welterweight
Ian Murphy,1,1,0,185.42,83.91,185.42,Orthodox,0.0,0.0,1.93,30.0,4.13,100.0,0.0,0.0,39,-1.93,0.5,Middleweight
Corey Hill,6,9,0,193.04,70.31,203.2,Orthodox,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0,46,1.9599999999999997,0.4,Lightweight
Robert Whittaker,25,7,0,182.88,83.91,185.42,Orthodox,4.47,42.0,3.39,60.0,0.85,39.0,82.0,0.0,34,1.0799999999999996,0.78125,Middleweight
Achilles Estremadura,7,1,0,177.8,70.31,172.72,Orthodox,3.2,43.0,3.27,70.0,0.0,0.0,0.0,0.0,33,-0.06999999999999984,0.875,Lightweight
Rolando Bedoya,14,3,0,180.34,77.11,187.96,Orthodox,8.7,55.0,6.83,52.0,0.0,0.0,0.0,0.0,28,1.8699999999999992,0.8235294117647058,Welterweight
Chase Sherman,16,12,0,193.04,113.4,198.12,Orthodox,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,35,-0.6100000000000003,0.5714285714285714,Light Heavyweight
Bryan Pardoe,13,16,0,185.42,92.99,185.42,Orthodox,1.11,36.0,4.59,45.0,4.75,40.0,33.0,0.0,38,-3.4799999999999995,0.4482758620689655,Light Heavyweight
Guy Mezger,30,14,2,185.42,90.72,185.42,Orthodox,2.3,32.0,1.36,72.0,0.39,50.0,88.0,0.0,57,0.9399999999999997,0.6521739130434783,Middleweight
Leonardo Damiani,10,3,1,177.8,77.11,175.26,Orthodox,1.67,23.0,4.17,37.0,0.0,0.0,50.0,0.0,34,-2.5,0.7142857142857143,Welterweight
Alejandro Flores,17,3,0,177.8,65.77,185.42,Orthodox,3.66,40.0,2.02,54.0,0.0,0.0,0.0,0.0,33,1.6400000000000001,0.85,Featherweight
Sherron Leggett,21,6,0,172.72,70.31,172.72,Southpaw,2.86,51.0,2.08,47.0,5.19,80.0,33.0,0.0,46,0.7799999999999998,0.7777777777777778,Lightweight
Josh Epps,6,7,0,178.23432467873064,58.97,180.70495018353435,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.46153846153846156,Flyweight
Gian Villante,17,14,0,190.5,104.33,193.04,Orthodox,4.38,44.0,5.47,55.0,0.45,23.0,83.0,0.0,39,-1.0899999999999999,0.5483870967741935,Light Heavyweight
Nobuhiko Takada,2,6,2,182.88,99.79,182.88,Southpaw,0.31,24.0,1.92,39.0,1.15,20.0,0.0,0.0,63,-1.6099999999999999,0.2,Light Heavyweight
Jadson Costa,22,8,0,170.18,70.31,170.18,Orthodox,0.2,50.0,3.05,50.0,0.0,0.0,0.0,0.0,38,-2.8499999999999996,0.7333333333333333,Lightweight
