name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,strike_differential,win_percentage,weight_class
Mandy Bohm,8,2,0,170.18,56.7,180.34,Orthodox,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7,35,-0.7300000000000004,0.8,Flyweight
Michelle Waterson-Gomez,18,12,0,160.02,52.16,157.48,Orthodox,3.56,46.0,4.19,49.0,1.42,32.0,70.0,0.7,39,-0.6300000000000003,0.6,Flyweight
Rafael Estevam,12,0,0,172.72,56.7,175.26,Orthodox,2.94,64.0,3.35,34.0,3.35,19.0,0.0,0.7,28,-0.41000000000000014,1.0,Flyweight
Matt Sayles,8,4,0,170.18,70.31,172.72,Orthodox,4.83,41.0,2.81,61.0,0.36,16.0,81.0,0.7,31,2.02,0.6666666666666666,Lightweight
Mauricio Rua,27,14,1,185.42,92.99,193.04,Orthodox,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,43,0.7799999999999998,0.6428571428571429,Light Heavyweight
Steven Peterson,19,11,0,177.8,65.77,177.8,Orthodox,4.76,40.0,5.94,53.0,1.42,26.0,64.0,0.7,34,-1.1800000000000006,0.6333333333333333,Featherweight
Amir Albazi,17,1,0,165.1,56.7,172.72,Orthodox,2.8,39.0,3.07,63.0,1.71,33.0,40.0,0.7,31,-0.27,0.9444444444444444,Flyweight
Niklas Stolze,12,6,0,185.42,70.31,187.96,Switch,2.12,48.0,2.25,49.0,0.66,100.0,55.0,0.7,32,-0.1299999999999999,0.6666666666666666,Lightweight
Darren Uyenoyama,10,6,0,167.64,56.7,165.1,Orthodox,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7,45,-0.8699999999999999,0.625,Flyweight
Drew McFedries,12,7,0,182.88,83.91,182.88,Southpaw,5.13,51.0,4.56,52.0,1.42,100.0,56.0,0.7,46,0.5700000000000003,0.631578947368421,Middleweight
Niko Price,15,7,0,182.88,77.11,193.04,Orthodox,5.46,42.0,5.6,48.0,0.7,20.0,64.0,0.7,35,-0.13999999999999968,0.6818181818181818,Welterweight
Marcio Alexandre Junior,17,4,0,182.88,83.91,190.5,Southpaw,1.61,45.0,2.89,42.0,0.35,20.0,66.0,0.7,36,-1.28,0.8095238095238095,Middleweight
Olaf Alfonso,8,12,0,187.96,77.11,187.96,Orthodox,1.65,38.0,4.77,53.0,0.37,7.0,22.0,0.7,50,-3.1199999999999997,0.4,Welterweight
Alex Caceres,21,14,0,177.8,65.77,185.42,Southpaw,4.16,50.0,2.93,63.0,0.56,68.0,64.0,0.7,36,1.23,0.6,Featherweight
Trevor Smith,15,10,0,190.5,83.91,190.5,Orthodox,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7,44,-0.020000000000000018,0.6,Middleweight
Daniel Sarafian,10,6,0,175.26,83.91,185.42,Orthodox,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7,42,-0.8700000000000001,0.625,Middleweight
Heath Herring,28,16,0,193.04,113.4,198.12,Orthodox,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,47,0.6000000000000001,0.6363636363636364,Light Heavyweight
Viviane Araujo,12,5,0,162.56,56.7,172.72,Orthodox,4.34,47.0,5.19,55.0,1.83,46.0,77.0,0.7,38,-0.8500000000000005,0.7058823529411765,Flyweight
Dustin Stoltzfus,15,5,0,182.88,83.91,190.5,Orthodox,3.49,44.0,3.29,48.0,2.4,40.0,46.0,0.7,33,0.20000000000000018,0.75,Middleweight
Francis Marshall,7,2,0,175.26,65.77,182.88,Orthodox,3.66,33.0,4.07,53.0,3.29,50.0,0.0,0.7,26,-0.41000000000000014,0.7777777777777778,Featherweight
Phillipe Nover,11,8,1,175.26,65.77,182.88,Orthodox,1.79,35.0,2.48,56.0,0.99,28.0,44.0,0.7,41,-0.69,0.55,Featherweight
Chris Heatherly,9,4,0,175.26,70.31,175.26,Orthodox,1.08,45.0,2.67,52.0,3.39,50.0,100.0,0.7,37,-1.5899999999999999,0.6923076923076923,Lightweight
Rodrigo Nascimento,11,1,0,187.96,111.58,203.2,Orthodox,4.31,48.0,4.76,43.0,1.2,33.0,77.0,0.7,32,-0.4500000000000002,0.9166666666666666,Light Heavyweight
Brandon Thatch,11,5,0,187.96,77.11,187.96,Switch,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7,39,-0.9299999999999997,0.6875,Welterweight
William Gomis,13,2,0,182.88,65.77,185.42,Southpaw,2.62,46.0,1.49,75.0,1.06,60.0,81.0,0.7,27,1.1300000000000001,0.8666666666666667,Featherweight
Mike Russow,15,3,0,185.42,115.67,185.42,Orthodox,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,48,-1.3499999999999999,0.8333333333333334,Light Heavyweight
Buddy Roberts,12,3,0,187.96,83.91,187.96,Orthodox,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,42,0.08999999999999986,0.8,Middleweight
Drako Rodriguez,7,3,0,172.72,61.23,175.26,Orthodox,3.37,36.0,4.4,58.0,2.93,66.0,75.0,0.7,28,-1.0300000000000002,0.7,Bantamweight
Vinicius Queiroz,8,4,0,200.66,99.79,200.66,Orthodox,3.67,51.0,4.1,41.0,5.07,70.0,100.0,0.7,41,-0.4299999999999997,0.6666666666666666,Light Heavyweight
Tereza Bleda,7,1,0,175.26,56.7,180.34,Orthodox,3.02,53.0,1.86,46.0,1.81,27.0,83.0,0.7,23,1.16,0.875,Flyweight
Forrest Griffin,19,7,0,190.5,92.99,195.58,Orthodox,4.38,36.0,2.81,61.0,1.05,48.0,57.0,0.7,46,1.5699999999999998,0.7307692307692307,Light Heavyweight
Don Frye,20,9,1,185.42,99.34,185.42,Orthodox,2.87,64.0,3.57,37.0,0.91,57.0,45.0,0.7,59,-0.6999999999999997,0.6666666666666666,Light Heavyweight
Junior Assuncao,16,6,0,175.26,65.77,182.88,Orthodox,3.31,62.0,2.06,44.0,2.43,24.0,66.0,0.7,43,1.25,0.7272727272727273,Featherweight
Reuben Duran,11,7,1,170.18,61.23,180.34,Orthodox,3.19,49.0,2.61,50.0,0.98,23.0,25.0,0.7,41,0.5800000000000001,0.5789473684210527,Bantamweight
Gray Maynard,13,7,1,175.26,70.31,177.8,Orthodox,1.92,32.0,2.64,66.0,2.91,47.0,81.0,0.7,46,-0.7200000000000002,0.6190476190476191,Lightweight
James Vick,13,5,0,190.5,70.31,193.04,Orthodox,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7,38,0.8199999999999998,0.7222222222222222,Lightweight
Brian Kelleher,24,14,0,167.64,61.23,167.64,Switch,3.36,41.0,4.61,54.0,1.79,42.0,60.0,0.7,38,-1.2500000000000004,0.631578947368421,Bantamweight
Diego Ferreira,18,5,0,175.26,70.31,187.96,Orthodox,4.66,37.0,3.42,56.0,0.71,22.0,63.0,0.7,40,1.2400000000000002,0.782608695652174,Lightweight
Alex Stiebling,19,11,1,187.96,92.99,187.96,Southpaw,1.77,42.0,1.45,52.0,0.35,66.0,66.0,0.7,38,0.32000000000000006,0.6129032258064516,Light Heavyweight
Scott Askham,14,4,0,190.5,83.91,190.5,Southpaw,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,36,-0.4900000000000002,0.7777777777777778,Middleweight
Kalindra Faria,18,8,1,170.18,56.7,170.18,Switch,2.23,56.0,1.44,45.0,1.31,66.0,20.0,0.7,38,0.79,0.6666666666666666,Flyweight
Keith Jardine,17,11,2,187.96,83.91,193.04,Orthodox,3.25,36.0,2.98,59.0,1.18,45.0,62.0,0.7,49,0.27,0.5666666666666667,Middleweight
David Michaud,11,3,0,175.26,70.31,175.26,Orthodox,3.25,43.0,4.45,54.0,2.53,58.0,77.0,0.7,36,-1.2000000000000002,0.7857142857142857,Lightweight
Luana Carolina,9,4,0,167.64,56.7,175.26,Orthodox,4.65,50.0,4.0,47.0,0.15,25.0,76.0,0.7,31,0.6500000000000004,0.6923076923076923,Flyweight
Travis Lutter,10,6,0,180.34,83.91,190.5,Orthodox,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,52,-2.01,0.625,Middleweight
Anthony Smith,37,18,0,193.04,92.99,193.04,Orthodox,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7,36,-1.29,0.6727272727272727,Light Heavyweight
John Polakowski,2,2,0,177.8,70.31,177.8,Orthodox,2.6,26.0,2.83,50.0,0.0,0.0,87.0,0.7,43,-0.22999999999999998,0.5,Lightweight
Vicente Luque,22,9,1,180.34,77.11,190.5,Orthodox,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7,33,0.019999999999999574,0.6875,Welterweight
David Baron,17,4,1,167.64,70.31,167.64,Switch,1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7,52,-0.9300000000000002,0.7727272727272727,Lightweight
Ricardo Abreu,5,1,0,180.34,83.91,180.34,Orthodox,3.79,31.0,3.98,68.0,2.13,42.0,100.0,0.7,41,-0.18999999999999995,0.8333333333333334,Middleweight
DaMarques Johnson,15,15,0,185.42,77.11,190.5,Orthodox,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,42,-1.6400000000000001,0.5,Welterweight
Darrell Horcher,13,4,0,177.8,70.31,177.8,Southpaw,2.05,44.0,4.21,39.0,0.35,50.0,47.0,0.7,37,-2.16,0.7647058823529411,Lightweight
Kyle Nelson,15,5,1,180.34,65.77,180.34,Switch,3.46,44.0,4.56,52.0,1.15,20.0,73.0,0.7,34,-1.0999999999999996,0.7142857142857143,Featherweight
Damien Brown,17,12,0,177.8,70.31,172.72,Orthodox,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,40,-1.2000000000000002,0.5862068965517241,Lightweight
Tim Kennedy,18,6,0,180.34,83.91,187.96,Orthodox,2.78,47.0,1.84,62.0,2.58,35.0,70.0,0.7,45,0.9399999999999997,0.75,Middleweight
Gustavo Lopez,12,6,1,165.1,61.23,170.18,Orthodox,2.48,40.0,3.87,57.0,1.74,41.0,31.0,0.7,35,-1.3900000000000001,0.631578947368421,Bantamweight
Yoshiro Maeda,35,16,5,170.18,63.05,172.72,Southpaw,2.36,33.0,2.55,63.0,2.93,51.0,50.0,0.7,43,-0.18999999999999995,0.625,Bantamweight
Kenji Osawa,20,11,2,170.18,61.23,167.64,Orthodox,2.34,35.0,2.14,63.0,0.91,58.0,68.0,0.7,48,0.19999999999999973,0.6060606060606061,Bantamweight
Yves Edwards,42,22,1,175.26,70.31,185.42,Southpaw,2.91,42.0,2.34,66.0,0.76,53.0,69.0,0.7,48,0.5700000000000003,0.6461538461538462,Lightweight
Maryna Moroz,11,5,0,170.18,56.7,170.18,Orthodox,4.15,31.0,4.42,53.0,0.67,22.0,45.0,0.7,33,-0.2699999999999996,0.6875,Flyweight
Thiago Silva,19,6,0,187.96,92.99,187.96,Orthodox,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,42,1.37,0.76,Light Heavyweight
Brad Blackburn,18,13,1,177.8,77.11,185.42,Orthodox,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,47,0.96,0.5625,Welterweight
Yancy Medeiros,15,8,0,177.8,70.31,190.5,Orthodox,4.36,37.0,5.67,47.0,0.33,50.0,73.0,0.7,37,-1.3099999999999996,0.6521739130434783,Lightweight
Jameel Massouh,26,9,0,177.8,65.77,182.88,Orthodox,1.91,54.0,2.62,55.0,0.67,15.0,50.0,0.7,40,-0.7100000000000002,0.7428571428571429,Featherweight
Ian Heinisch,14,5,0,180.34,83.91,182.88,Orthodox,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7,36,0.27,0.7368421052631579,Middleweight
Katsuyori Shibata,4,11,1,182.88,76.2,182.88,Orthodox,2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7,45,-0.33999999999999986,0.25,Lightweight
Steve Cantwell,7,6,0,187.96,83.91,190.5,Orthodox,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,38,-2.13,0.5384615384615384,Middleweight
Vanessa Demopoulos,10,5,0,157.48,52.16,149.86,Orthodox,3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7,36,-1.6199999999999997,0.6666666666666666,Flyweight
Jeff Monson,60,26,1,175.26,112.04,187.96,Orthodox,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,54,-1.9000000000000001,0.6896551724137931,Light Heavyweight
Guto Inocente,7,4,0,190.5,92.99,190.5,Orthodox,4.13,66.0,2.92,54.0,0.67,33.0,66.0,0.7,38,1.21,0.6363636363636364,Light Heavyweight
Leo Kuntz,18,4,1,177.8,70.31,177.8,Orthodox,1.68,32.0,3.8,45.0,1.99,25.0,33.0,0.7,41,-2.12,0.782608695652174,Lightweight
Devin Powell,9,4,0,182.88,70.31,185.42,Orthodox,2.88,41.0,3.67,51.0,0.0,0.0,0.0,0.6,37,-0.79,0.6923076923076923,Lightweight
Marcus LeVesseur,22,7,0,175.26,70.31,177.8,Southpaw,2.55,64.0,3.7,37.0,3.89,36.0,83.0,0.6,42,-1.1500000000000004,0.7586206896551724,Lightweight
Vitor Belfort,26,14,0,182.88,83.91,187.96,Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,48,-1.24,0.65,Middleweight
Tito Ortiz,19,12,1,190.5,92.99,187.96,Orthodox,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,50,-0.29000000000000004,0.59375,Light Heavyweight
Francisco Rivera,11,7,0,172.72,61.23,177.8,Orthodox,4.07,41.0,3.16,68.0,1.01,63.0,68.0,0.6,43,0.9100000000000001,0.6111111111111112,Bantamweight
Jarred Brooks,13,2,0,160.02,56.7,157.48,Switch,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6,32,0.4600000000000002,0.8666666666666667,Flyweight
Diego Nunes,19,7,0,167.64,65.77,170.18,Orthodox,2.72,43.0,2.59,58.0,1.18,44.0,65.0,0.6,42,0.13000000000000034,0.7307692307692307,Featherweight
Joseph Benavidez,28,8,0,162.56,56.7,165.1,Southpaw,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,40,0.8500000000000001,0.7777777777777778,Flyweight
Bryan Battle,11,2,0,185.42,77.11,195.58,Orthodox,4.52,54.0,3.73,42.0,0.94,25.0,45.0,0.6,30,0.7899999999999996,0.8461538461538461,Welterweight
Mike Lullo,8,3,0,172.72,65.77,172.72,Orthodox,2.48,36.0,4.84,40.0,1.18,11.0,0.0,0.6,45,-2.36,0.7272727272727273,Featherweight
Doug Evans,13,10,0,175.26,70.31,175.26,Orthodox,1.79,35.0,2.55,55.0,3.19,83.0,69.0,0.6,44,-0.7599999999999998,0.5652173913043478,Lightweight
Chris Tuchscherer,21,4,0,187.96,117.03,193.04,Orthodox,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6,49,-1.8199999999999998,0.84,Light Heavyweight
Yoshihisa Yamamoto,14,25,1,187.96,99.79,187.96,Southpaw,1.65,38.0,3.05,53.0,1.0,20.0,50.0,0.6,54,-1.4,0.35,Light Heavyweight
Jessica Penne,14,8,0,165.1,52.16,170.18,Orthodox,2.52,31.0,4.75,46.0,1.32,21.0,36.0,0.6,42,-2.23,0.6363636363636364,Flyweight
Geane Herrera,9,3,0,165.1,56.7,167.64,Orthodox,1.51,31.0,5.07,52.0,0.83,37.0,38.0,0.6,34,-3.5600000000000005,0.75,Flyweight
Nick Aguirre,7,2,0,175.26,61.23,187.96,Southpaw,0.73,33.0,2.89,45.0,1.16,20.0,33.0,0.6,29,-2.16,0.7777777777777778,Bantamweight
Julia Polastri,12,3,0,157.48,52.16,160.02,Orthodox,6.19,52.0,5.11,62.0,0.62,100.0,42.0,0.6,27,1.08,0.8,Flyweight
Joe Riggs,44,17,0,182.88,83.91,177.8,Southpaw,2.41,51.0,1.69,57.0,2.45,55.0,62.0,0.6,42,0.7200000000000002,0.7213114754098361,Middleweight
Kazuyuki Fujita,15,12,0,182.88,106.59,182.88,Orthodox,1.05,49.0,1.99,52.0,2.78,36.0,85.0,0.6,54,-0.94,0.5555555555555556,Light Heavyweight
Jonathan Goulet,23,12,0,182.88,77.11,185.42,Orthodox,1.61,41.0,2.01,46.0,4.17,70.0,45.0,0.6,45,-0.3999999999999997,0.6571428571428571,Welterweight
Ebenezer Fontes Braga,13,7,2,182.88,90.26,182.88,Orthodox,2.42,50.0,0.42,71.0,0.0,0.0,90.0,0.6,56,2.0,0.5909090909090909,Middleweight
Luigi Vendramini,9,3,0,172.72,70.31,185.42,Orthodox,2.82,40.0,3.82,57.0,1.11,15.0,100.0,0.6,29,-1.0,0.75,Lightweight
Jeka Saragih,14,3,0,172.72,65.77,175.26,Orthodox,2.76,50.0,2.84,40.0,2.37,100.0,66.0,0.6,30,-0.08000000000000007,0.8235294117647058,Featherweight
Clay Guida,38,21,0,170.18,70.31,177.8,Orthodox,2.64,33.0,3.01,61.0,3.13,36.0,67.0,0.6,43,-0.36999999999999966,0.6440677966101694,Lightweight
Chepe Mariscal,15,6,1,170.18,65.77,175.26,Orthodox,4.67,53.0,3.95,52.0,3.22,38.0,100.0,0.6,32,0.7199999999999998,0.6818181818181818,Featherweight
Phil Davis,17,4,0,187.96,92.99,200.66,Orthodox,2.85,34.0,1.33,72.0,2.99,38.0,72.0,0.6,40,1.52,0.8095238095238095,Light Heavyweight
Kalib Starnes,17,11,1,190.5,83.91,187.96,Orthodox,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6,50,-1.7199999999999998,0.5862068965517241,Middleweight
Kazuhiro Nakamura,21,13,0,180.34,92.99,177.8,Orthodox,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6,45,-0.27,0.6176470588235294,Light Heavyweight
Phillip Miller,16,0,0,180.34,83.91,180.34,Orthodox,1.61,54.0,1.93,50.0,3.62,25.0,100.0,0.6,46,-0.31999999999999984,1.0,Middleweight
Edgar Garcia,14,5,0,177.8,77.11,180.34,Orthodox,3.16,29.0,4.23,60.0,2.21,57.0,50.0,0.6,41,-1.0700000000000003,0.7368421052631579,Welterweight
Kuniyoshi Hironaka,23,9,0,177.8,76.2,177.8,Orthodox,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6,48,-1.0299999999999998,0.71875,Lightweight
Raquel Pennington,15,9,0,170.18,61.23,170.18,Orthodox,4.02,50.0,3.34,62.0,0.93,27.0,63.0,0.6,36,0.6799999999999997,0.625,Bantamweight
Kyler Phillips,11,2,0,172.72,61.23,182.88,Orthodox,5.36,46.0,3.36,61.0,2.87,46.0,70.0,0.6,29,2.0000000000000004,0.8461538461538461,Bantamweight
Chan Sung Jung,17,8,0,170.18,65.77,182.88,Orthodox,3.93,41.0,4.52,52.0,0.7,44.0,72.0,0.6,38,-0.5899999999999994,0.68,Featherweight
Crosley Gracie,2,2,0,175.26,86.18,175.26,Orthodox,1.69,37.0,1.54,60.0,3.46,85.0,50.0,0.6,45,0.1499999999999999,0.5,Middleweight
Igor Araujo,25,9,0,185.42,77.11,195.58,Orthodox,1.52,42.0,2.86,49.0,0.86,15.0,22.0,0.6,44,-1.3399999999999999,0.7352941176470589,Welterweight
Shanna Young,9,6,0,170.18,56.7,165.1,Orthodox,3.18,47.0,4.88,43.0,0.0,0.0,53.0,0.6,34,-1.6999999999999997,0.6,Flyweight
Kailin Curran,4,5,0,162.56,52.16,165.1,Orthodox,3.89,43.0,4.75,53.0,2.0,57.0,61.0,0.6,34,-0.8599999999999999,0.4444444444444444,Flyweight
Mark Munoz,14,6,0,182.88,83.91,180.34,Orthodox,3.12,51.0,2.26,57.0,3.17,29.0,57.0,0.6,47,0.8600000000000003,0.7,Middleweight
Derek Brunson,23,9,0,185.42,83.91,195.58,Southpaw,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6,41,0.45999999999999996,0.71875,Middleweight
Michel Prazeres,26,4,0,167.64,77.11,170.18,Orthodox,2.38,47.0,2.51,57.0,3.94,36.0,47.0,0.6,43,-0.1299999999999999,0.8666666666666667,Welterweight
TJ Grant,21,5,0,177.8,70.31,182.88,Orthodox,3.95,54.0,3.21,56.0,1.63,43.0,36.0,0.6,41,0.7400000000000002,0.8076923076923077,Lightweight
Ashley Yoder,8,9,0,170.18,52.16,175.26,Southpaw,3.42,39.0,4.13,47.0,1.09,27.0,66.0,0.6,37,-0.71,0.47058823529411764,Flyweight
Jake Collier,13,10,0,190.5,104.33,198.12,Orthodox,5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6,36,0.7199999999999998,0.5652173913043478,Light Heavyweight
Aspen Ladd,9,3,0,167.64,61.23,167.64,Orthodox,3.78,47.0,4.65,47.0,1.56,47.0,62.0,0.6,30,-0.8700000000000006,0.75,Bantamweight
Patricio Freire,26,4,0,165.1,65.77,165.1,Orthodox,2.84,41.0,4.43,60.0,0.6,18.0,94.0,0.6,38,-1.5899999999999999,0.8666666666666667,Featherweight
Payton Talbott,7,0,0,177.8,61.23,177.8,Switch,6.66,51.0,3.12,51.0,0.0,0.0,88.0,0.6,26,3.54,1.0,Bantamweight
John Lineker,31,9,0,160.02,61.23,170.18,Orthodox,5.36,40.0,4.27,56.0,0.56,58.0,67.0,0.6,34,1.0900000000000007,0.775,Bantamweight
Philip De Fries,12,6,0,195.58,113.4,200.66,Orthodox,2.3,47.0,3.0,37.0,3.29,42.0,100.0,0.6,39,-0.7000000000000002,0.6666666666666666,Light Heavyweight
Davi Ramos,10,4,0,167.64,70.31,177.8,Orthodox,2.64,37.0,3.44,56.0,1.95,40.0,83.0,0.6,38,-0.7999999999999998,0.7142857142857143,Lightweight
Edmen Shahbazyan,12,4,0,187.96,83.91,190.5,Orthodox,3.46,51.0,4.13,43.0,2.17,39.0,63.0,0.6,27,-0.6699999999999999,0.75,Middleweight
Brian Rogers,14,9,0,180.34,83.91,180.34,Orthodox,4.79,38.0,5.76,58.0,1.22,50.0,100.0,0.6,38,-0.9699999999999998,0.6086956521739131,Middleweight
Victor Henry,23,6,0,170.18,61.23,172.72,Switch,8.26,54.0,5.95,47.0,0.0,0.0,78.0,0.6,38,2.3099999999999996,0.7931034482758621,Bantamweight
Fernie Garcia,10,4,0,170.18,61.23,170.18,Orthodox,1.8,34.0,2.69,50.0,0.32,50.0,47.0,0.6,33,-0.8899999999999999,0.7142857142857143,Bantamweight
Brendan O'Reilly,6,3,0,170.18,77.11,175.26,Orthodox,1.9,47.0,2.77,39.0,2.22,43.0,36.0,0.6,37,-0.8700000000000001,0.6666666666666666,Welterweight
Dong Hyun Kim,22,4,1,187.96,77.11,193.04,Southpaw,2.12,49.0,1.89,58.0,2.93,43.0,71.0,0.6,43,0.2300000000000002,0.8148148148148148,Welterweight
Edwin Figueroa,9,5,0,170.18,61.23,175.26,Orthodox,2.57,39.0,3.06,51.0,0.2,100.0,37.0,0.6,40,-0.4900000000000002,0.6428571428571429,Bantamweight
Damian Stasiak,10,6,0,165.1,61.23,177.8,Orthodox,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6,35,-1.24,0.625,Bantamweight
Julian Erosa,28,12,0,185.42,65.77,187.96,Southpaw,6.22,48.0,6.35,47.0,1.66,46.0,61.0,0.6,35,-0.1299999999999999,0.7,Featherweight
Hiromitsu Miura,12,7,0,175.26,77.11,180.34,Orthodox,2.12,34.0,2.12,58.0,2.23,50.0,69.0,0.6,43,0.0,0.631578947368421,Welterweight
Stevie Ray,23,9,0,177.8,70.31,177.8,Southpaw,3.73,44.0,2.93,54.0,0.75,46.0,55.0,0.6,35,0.7999999999999998,0.71875,Lightweight
Wanderlei Silva,35,13,1,180.34,92.99,187.96,Orthodox,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,48,0.6000000000000001,0.7142857142857143,Light Heavyweight
Rose Namajunas,12,6,0,165.1,56.7,165.1,Orthodox,3.68,40.0,3.53,62.0,1.49,48.0,60.0,0.6,32,0.15000000000000036,0.6666666666666666,Flyweight
Mike Swick,15,6,0,185.42,77.11,195.58,Orthodox,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6,45,0.06999999999999984,0.7142857142857143,Welterweight
Dhiego Lima,17,9,0,187.96,77.11,190.5,Orthodox,3.12,39.0,3.88,58.0,1.26,34.0,73.0,0.6,36,-0.7599999999999998,0.6538461538461539,Welterweight
Jake Matthews,19,7,0,180.34,77.11,185.42,Orthodox,3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,30,0.7399999999999998,0.7307692307692307,Welterweight
Andrea Lee,13,8,0,167.64,56.7,175.26,Orthodox,4.91,47.0,3.69,63.0,1.84,57.0,54.0,0.6,36,1.2200000000000002,0.6190476190476191,Flyweight
Jose Quinonez,9,5,0,172.72,61.23,175.26,Southpaw,3.6,45.0,3.0,64.0,2.7,47.0,42.0,0.6,34,0.6000000000000001,0.6428571428571429,Bantamweight
Diego Brandao,22,11,0,170.18,65.77,162.56,Orthodox,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,37,-0.43999999999999995,0.6666666666666666,Featherweight
Ketlen Vieira,14,3,0,172.72,61.23,172.72,Orthodox,3.04,41.0,3.92,51.0,1.51,44.0,92.0,0.6,33,-0.8799999999999999,0.8235294117647058,Bantamweight
Ivan Jorge,27,7,0,175.26,70.31,185.42,Orthodox,3.41,49.0,2.91,59.0,1.56,16.0,75.0,0.6,44,0.5,0.7941176470588235,Lightweight
Lavar Johnson,18,10,0,193.04,108.86,208.28,Orthodox,5.39,55.0,2.54,55.0,0.61,66.0,54.0,0.6,47,2.8499999999999996,0.6428571428571429,Light Heavyweight
Ken Stone,11,4,0,172.72,61.23,180.34,Southpaw,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6,42,0.9500000000000002,0.7333333333333333,Bantamweight
Francis Carmont,25,12,0,190.5,92.99,198.12,Orthodox,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,43,0.5800000000000003,0.6756756756756757,Light Heavyweight
Lukasz Brzeski,8,4,1,193.04,107.05,198.12,Orthodox,5.08,48.0,3.46,57.0,0.64,50.0,42.0,0.6,32,1.62,0.6153846153846154,Light Heavyweight
Hatsu Hioki,29,10,2,180.34,65.77,185.42,Orthodox,2.42,42.0,2.12,65.0,2.55,56.0,54.0,0.6,41,0.2999999999999998,0.7073170731707317,Featherweight
Zak Cummings,25,7,0,182.88,92.99,190.5,Southpaw,2.96,35.0,2.91,55.0,0.62,28.0,66.0,0.6,40,0.04999999999999982,0.78125,Light Heavyweight
Albert Duraev,16,5,0,180.34,83.91,190.5,Orthodox,2.99,40.0,3.01,59.0,1.97,29.0,66.0,0.6,36,-0.019999999999999574,0.7619047619047619,Middleweight
Melquizael Costa,20,6,0,177.8,70.31,180.34,Southpaw,5.11,45.0,2.53,64.0,1.87,37.0,42.0,0.6,28,2.5800000000000005,0.7692307692307693,Lightweight
Arlene Blencowe,9,6,0,165.1,65.77,165.1,Orthodox,2.31,43.0,2.1,43.0,0.0,0.0,55.0,0.6,38,0.20999999999999996,0.6,Featherweight
Kevin Jordan,11,9,0,190.5,111.13,190.5,Orthodox,2.0,40.0,1.91,55.0,0.0,0.0,77.0,0.6,54,0.09000000000000008,0.55,Light Heavyweight
Johil de Oliveira,17,15,1,167.64,77.11,167.64,Orthodox,0.51,34.0,0.73,58.0,1.1,50.0,44.0,0.6,38,-0.21999999999999997,0.5151515151515151,Welterweight
Fabio Maldonado,23,11,0,185.42,92.99,190.5,Orthodox,5.29,58.0,4.31,53.0,0.44,57.0,61.0,0.6,45,0.9800000000000004,0.6764705882352942,Light Heavyweight
Sumudaerji,16,5,0,172.72,56.7,182.88,Southpaw,4.83,54.0,2.75,62.0,0.32,100.0,66.0,0.6,29,2.08,0.7619047619047619,Flyweight
